row_id,subject,session,speed_mean,theta_power,theta_frequency,theta_amp_cv,theta_cycle_duration_sd,raw_firing_rate,population_event_rate,active_units,events_per_cycle_mean,events_per_cycle_sd,events_per_cycle_q25,events_per_cycle_median,events_per_cycle_q75,frac_cycles_ge2,phase_sin,phase_cos,phase_R,phase_entropy8,population_isi_cv,cycle_phase_R_mean,cycle_phase_R_sd,cycle_phase_entropy8_mean,cycle_phase_entropy8_sd,cycle_pairdist_mean,cycle_pairdist_sd,cycle_gap_cv_mean,cycle_gap_cv_sd,cycle_occ32_mean,cycle_occ32_sd,n_ca1_pyramidal,n_theta_cycles,n_phase_events,lfp_source,tma_mean_d4,tma_sd_d4,tma_mean_d5,tma_sd_d5,tma_mean_d6,tma_sd_d6
M03_20240621:321,M03,M03_20240621,9.121219349146502,3.965352147790142e-08,7.37051792828688,0.28853219747543335,0.0151378217322054,140.7,122.1,65,16.513513513513512,6.115874792081474,12.0,16.0,20.0,1.0,0.013246636064839279,-0.08795502872021885,0.08894695297877732,0.9957979825168758,1.2121236506010598,0.262593185295457,0.18987049719219792,0.8414227597798026,0.10151964901892087,0.2423755063973126,0.031722846828111134,1.0321030475571815,0.268952558192391,0.7947107219465546,0.10091195630325563,91,74,1221,Best_Ripple_channel_LFP_CA1,0.9745086348514272,0.08931251130078338,0.9849774885396666,0.08595881316608908,0.9925133666946098,0.07581653149657949
M03_20240621:322,M03,M03_20240621,0.6041793319780584,2.3039442721188717e-08,8.019246190858334,0.4614318013191223,0.02040377229959359,63.0,55.9,49,6.975,4.031442873906267,4.0,7.0,10.0,0.9625,0.03414444564379046,-0.10610797523716685,0.11146634280020573,0.9937637489030443,1.3296502593464452,0.46952834158535184,0.24424918868167164,0.5959126554379971,0.22212633230092724,0.2282690104319173,0.07167517871059198,0.9737964526765903,0.4929986033960509,0.8964098279701792,0.11139665238319237,91,80,559,Best_Ripple_channel_LFP_CA1,0.934452512253478,0.1733605994962342,0.9479527234358207,0.14753976236479383,0.9598259060421928,0.12753444219910456
M03_20240621:323,M03,M03_20240621,0.4898566974332136,2.6988938740879064e-08,8.054892601432313,0.4688822627067566,0.019291909645650446,58.1,50.5,54,6.2592592592592595,3.7275252439714532,4.0,6.0,9.0,0.8888888888888888,0.04325857324387623,0.014004772641057844,0.04546908637550932,0.9980572866897703,1.4258471764436427,0.47480221535888023,0.24105667447580315,0.6156594321540992,0.20710335173730188,0.22386966726527183,0.0639369745503396,0.908003349482456,0.42999294397381854,0.9182969037135703,0.10405625165334838,91,81,505,Best_Ripple_channel_LFP_CA1,0.957998834935841,0.12958873794082823,0.9703048878828197,0.11279827160493439,0.9772917397712564,0.09566584682908777
M03_20240621:324,M03,M03_20240621,1.7048678515103852,2.2053259993262994e-08,7.3999999999999995,0.45673054456710815,0.022813312818666574,129.3,114.6,59,15.554054054054054,6.459869568834436,10.0,15.0,19.0,1.0,0.048693990894952355,-0.057726312260778276,0.07552106909006641,0.9970692475112268,1.2234189240250184,0.307238849491569,0.1895763344783322,0.8217108723434979,0.12238196627467972,0.2388708350846961,0.029155423944797774,1.0229432221909462,0.3169875207008191,0.8052483272607112,0.1066097059548146,91,74,1146,Best_Ripple_channel_LFP_CA1,0.9714409330018364,0.10243785870270414,0.9787360440156484,0.08917315478430181,0.9887890881021562,0.07852643556853162
M03_20240621:325,M03,M03_20240621,2.114550903269094,2.4200052708629827e-08,7.686084142394177,0.3947675824165344,0.02148089318274254,95.3,87.2,54,11.25,5.892650790037819,7.0,10.5,14.0,0.9868421052631579,0.10550085167182102,-0.08838243724183724,0.13762952051172336,0.9890769737309003,1.2498441122279553,0.3604794608562974,0.1942238576823036,0.7456943486945028,0.1869474314511104,0.23843373713051363,0.0365522421179028,0.9662928079989683,0.2991557063015352,0.8691291518022168,0.1147227425853086,91,76,862,Best_Ripple_channel_LFP_CA1,0.975183891178826,0.10293207272130195,0.985545556483077,0.0950006489475179,0.9953410377328028,0.08252352896668054
M03_20240621:326,M03,M03_20240621,3.368505333958855,2.5953363658505232e-08,8.035355564483622,0.5248314142227173,0.021403832615531845,95.2,88.5,56,10.95,6.069012390200325,6.0,10.0,15.0,0.975,0.06219846518753522,-0.05984788579576686,0.08631580681374752,0.9945967223826606,1.4263591190438456,0.3986103036871216,0.23127852639161142,0.7278851634142701,0.17016730791517518,0.230729138705741,0.0549096605230865,1.0115333088134162,0.3978373576602043,0.8653635490634098,0.11152705291516972,91,80,885,Best_Ripple_channel_LFP_CA1,0.9670046104929299,0.1254445207662442,0.9796881986908642,0.10943033537025652,0.9908848433276898,0.09347338498618422
M03_20240621:327,M03,M03_20240621,4.730158262674951,2.8452977197997577e-08,7.563694267516094,0.4164547324180603,0.021672911380748384,75.0,68.5,63,9.144736842105264,5.537036385091266,4.0,8.5,13.0,0.9736842105263158,-0.025857762204404885,-0.06669121699343619,0.0715286116899045,0.994432707912194,1.555237672156739,0.4330649311877937,0.21415439512823653,0.6710275249799141,0.2001667668296723,0.23600572660015967,0.059323020596160965,0.976935116754686,0.4442464150524188,0.8900536746511979,0.11286350260665601,91,76,685,Best_Ripple_channel_LFP_CA1,0.9656855303279367,0.1310721195462453,0.978150928203183,0.11477777713999457,0.9867136915552674,0.09868013693489018
M03_20240621:328,M03,M03_20240621,1.0393963996027613,3.308527781028537e-08,7.903161264505727,0.44190508127212524,0.018443840916886146,64.5,60.3,56,7.620253164556962,6.363565758743696,3.0,6.0,10.0,0.8860759493670886,-0.03789177592204439,-0.05411045575282524,0.06605852030060075,0.9971363879279889,1.512238308559965,0.44506570839658505,0.23319569467446424,0.6277484118974412,0.20232908736248872,0.23486796724064196,0.06582821741597705,0.9357743459517595,0.47066718108895217,0.9027771003383566,0.12711214280713032,91,79,603,Best_Ripple_channel_LFP_CA1,0.9587433066929136,0.1320945302805042,0.9720594983206414,0.11812434519730171,0.980799055388153,0.10234334716254168
M03_20240621:329,M03,M03_20240621,9.610221462838298,3.919286835709148e-08,7.294164668265525,0.32808321714401245,0.016441955465883323,136.9,118.9,54,16.28767123287671,5.197433800697531,13.0,17.0,20.0,1.0,0.01645144666190445,-0.06139520132964271,0.06356115829322849,0.9967566036287133,1.222963164326986,0.2621849184446457,0.18072155652070576,0.8442960371377901,0.1090074896388169,0.2428274410819831,0.0318430098785384,1.0485817117974188,0.3253734184321601,0.786826858660551,0.10749344532036156,91,73,1189,Best_Ripple_channel_LFP_CA1,0.9728110973918743,0.11082566432355206,0.9777378881626093,0.10362889525930334,0.9881840749366729,0.08890237228389268
M03_20240621:330,M03,M03_20240621,0.6638032972232263,2.809762764435595e-08,8.012820512820209,0.4124678075313568,0.016759203026278445,72.3,64.9,61,8.1,6.226932113352754,3.0,7.0,12.25,0.875,0.023405496125959654,-0.03408038796043003,0.04134356168057775,0.9952158117197994,1.7129244300977384,0.4488695940063348,0.24622873377605412,0.6196807945459778,0.18845483013611228,0.2284717639249662,0.06194456743542392,1.0576502889753823,0.4923685709418692,0.8770909712826045,0.12710134082484364,91,80,649,Best_Ripple_channel_LFP_CA1,0.9228138965934883,0.13510964699755512,0.9438581550042181,0.11818944718541798,0.9576968976443354,0.10162775476031843
M03_20240621:331,M03,M03_20240621,0.6846637722971775,2.580577226729958e-08,7.424735557363458,0.4650042653083801,0.022823523873597283,79.1,67.5,48,9.205479452054794,7.033568132158158,4.0,8.0,13.0,0.9315068493150684,0.027474244055730904,-0.0846811057290299,0.08902653398804766,0.9946319318649608,1.546850338141158,0.39365366145904795,0.2573568101547501,0.6702815827638444,0.21886995231313977,0.2367900996580645,0.07214534289371678,0.9396908828994556,0.46762247498795273,0.8600355762023718,0.1314012655348437,91,73,670,Best_Ripple_channel_LFP_CA1,0.9639958751765624,0.14463212924039967,0.9682682422537399,0.12883707577373643,0.9779255555713441,0.11000286648192646
M03_20240621:332,M03,M03_20240621,0.1816163474969185,3.0717663888396815e-08,8.048489666137208,0.4982370138168335,0.021654982604653653,40.9,38.1,47,4.7407407407407405,3.342071879006262,2.0,4.0,6.0,0.8641975308641975,0.01628945037917696,-0.19699183360091857,0.19766418162911473,0.9819362494377237,1.3534660962528808,0.6218959394586374,0.23490028661623025,0.5042486382749829,0.21653675946177697,0.19476780996762694,0.08203011006921294,0.9484503873403719,0.5414882851430102,0.9149768089053804,0.12494716148650853,91,81,381,Best_Ripple_channel_LFP_CA1,0.9142793534353028,0.15888634700864174,0.9297229240217871,0.13839276035294557,0.9478085084675383,0.11374095400692812
M03_20240621:333,M03,M03_20240621,0.2707089672217087,2.7016113774450116e-08,7.364810330911832,0.5093705058097839,0.024035995330650303,52.8,44.4,70,6.027397260273973,5.9697678224434565,2.0,5.0,8.0,0.8356164383561644,-0.002737240590368133,-0.028472811491033048,0.028604081531373497,0.9949884658573117,1.661278894195155,0.5682172910190927,0.24507120090681533,0.5355272222560379,0.19718868732078093,0.21007202911160844,0.07722810303589325,1.0029116235692932,0.5866200699075786,0.8844486155117784,0.1484588667473892,91,73,442,Best_Ripple_channel_LFP_CA1,0.9048244484588508,0.16501342010226605,0.9201007181326651,0.14337364134354458,0.9384734517860384,0.11892530027317202
M03_20240621:334,M03,M03_20240621,0.36623308655752423,2.7128923590300185e-08,8.061265618702153,0.48832687735557556,0.021774389787790557,38.8,36.1,55,4.45,3.452755274754029,2.0,3.5,6.25,0.825,0.1333737722567015,-0.08994339210553363,0.16086757569327714,0.9886408691870002,1.337154974244011,0.5375662630131975,0.2701279357815428,0.5441897361037514,0.18350341912515752,0.2220263643660342,0.08060563493232578,0.8630665919844007,0.5181963121706241,0.9343122786304604,0.10979241920048124,91,80,361,Best_Ripple_channel_LFP_CA1,0.9653983162559124,0.14134440023062522,0.9733749737514804,0.12125757734217622,0.9810385266230545,0.10147261667570964
M03_20240621:335,M03,M03_20240621,0.3273145920956449,2.0211962173038535e-08,8.16203143893593,0.4419006407260895,0.02134895261555028,42.9,39.4,52,4.925925925925926,4.711098008367523,2.0,3.0,6.0,0.8271604938271605,-0.0447974766766379,-0.0037858858702876606,0.044957166819282114,0.9979124084859243,1.3705373976321171,0.5387743118809474,0.2545462305106474,0.5172611647465835,0.21986572062164758,0.22042603692179843,0.08223217947590405,0.8060572760906219,0.545828794712242,0.9111684335564932,0.13335751485671818,91,81,392,Best_Ripple_channel_LFP_CA1,0.9394175653970313,0.14396492509587722,0.9497345443493396,0.1276090738270436,0.9600175556999624,0.10917863257661159
M03_20240621:336,M03,M03_20240621,0.21778259462648236,1.9154918930750854e-08,8.206565252201607,0.531354546546936,0.019446109104047874,43.9,39.1,58,4.7317073170731705,5.178418607191178,2.0,4.0,6.0,0.8414634146341463,0.1372020275413143,-0.053192471031267834,0.14715242212026222,0.9892183672163123,1.5109735348145472,0.5324509863022849,0.24784963744521382,0.5209486411691806,0.2001992677248746,0.22450513114692322,0.07775900544300388,0.8295194924200006,0.49269758043048195,0.9458782360956272,0.10870949437100509,91,82,391,Best_Ripple_channel_LFP_CA1,0.9392265247450365,0.14039379450039643,0.9569021899110761,0.11614116059574037,0.9686325799377283,0.09614536439090986
M03_20240621:337,M03,M03_20240621,1.6647617617945032,3.148495606765595e-08,7.891541885876153,0.4230887293815613,0.01733991524413223,86.5,79.8,55,10.205128205128204,6.663252539033351,5.0,8.0,15.0,0.9743589743589743,0.007912839537989422,-0.06931733235094617,0.06976751101913768,0.9942553259749873,1.3649968467747322,0.35382386279281264,0.21412179419218594,0.7067857008263686,0.18438189281103892,0.24676427029341352,0.05150973443326731,0.9281300958582205,0.3371226516083579,0.8760794832274578,0.12464769642053726,91,78,796,Best_Ripple_channel_LFP_CA1,0.980371277980446,0.11330091100922933,0.9902252926000902,0.10176070158452886,0.9988505931503205,0.08775681276019281
M03_20240621:338,M03,M03_20240621,8.389382834372086,3.893058328816221e-08,7.693844924060897,0.3736545145511627,0.020464329702108944,104.1,94.2,53,12.233766233766234,6.138523960881681,7.0,12.0,16.0,0.987012987012987,0.06015309010296734,-0.13010892792209544,0.14334129681976765,0.9899893661430176,1.394035752442409,0.3540298006951523,0.214637248467067,0.7580872847123653,0.1836892814614858,0.2371115348861639,0.04910217782564077,1.019587096766266,0.3210764178191251,0.8411926276666032,0.11899277888079016,91,77,942,Best_Ripple_channel_LFP_CA1,0.961007518296775,0.1145489890904504,0.9721213789780272,0.11034072666286304,0.9849856043724403,0.09684239084875472
M03_20240621:339,M03,M03_20240621,2.4247233455791073,3.187304525480852e-08,7.86852589641437,0.4241471588611603,0.019139963476584785,77.6,69.3,58,8.784810126582279,5.952096993273215,4.0,8.0,13.0,0.9367088607594937,0.03865280376917247,-0.14842837236877066,0.1533786848400409,0.9845914491401417,1.4529089451148236,0.41211075884726694,0.22504588032365286,0.6850912238376751,0.17876806366601491,0.23796784477101438,0.054638701559824684,0.9015286532003014,0.4125620466967327,0.8788869699338806,0.1137883675810837,91,79,693,Best_Ripple_channel_LFP_CA1,0.9876052846027268,0.09967234488381381,0.9909240541734379,0.08666480202832816,0.9976671399550283,0.07502428632686926
M03_20240621:340,M03,M03_20240621,0.15999787695857823,3.436804646028372e-08,8.241758241757882,0.45921045541763306,0.018264720090890047,62.7,55.6,50,6.802469135802469,4.662134042170012,4.0,6.0,8.0,0.9506172839506173,0.17122002522774873,-0.1323053906183454,0.21638163837457158,0.9775594371523966,1.4302903687144748,0.537608861376661,0.23595572601084647,0.5961566950770947,0.19055804542043714,0.21386691211062434,0.07104564964589095,1.098265166700428,0.5295840843960244,0.8839548283818719,0.130879639049097,91,81,552,Best_Ripple_channel_LFP_CA1,0.9289164024903445,0.1498550636977758,0.9397243330771574,0.13244714962502824,0.9523963666521617,0.11508524419631762
M03_20240622:0,M03,M03_20240622,6.322683186905849,5.2407262935368496e-08,7.551669316374969,0.32633814215660095,0.014199777611233956,134.9,116.0,53,15.302631578947368,6.385441225876471,11.0,15.0,19.0,1.0,0.05442615443738931,-0.06829244486644949,0.08732734000689357,0.9915639247958651,1.2842590247061307,0.30408684052852547,0.15809241041251654,0.7854205579055032,0.12524512557769055,0.24058080118516406,0.023706808903547573,1.1544988450004896,0.3252015443399733,0.7810552367762253,0.13789408714827914,88,76,1160,Best_Ripple_channel_LFP_CA1,0.931358269210634,0.12314870776326434,0.9404722278228923,0.11214332767257365,0.9585956438555714,0.09580497225633576
M03_20240622:1,M03,M03_20240622,2.5554798620028016,3.9414389613181146e-08,7.6829761423373775,0.36313334107398987,0.01687526997837743,79.7,72.2,48,9.447368421052632,5.332653465438771,5.0,9.0,13.0,0.9868421052631579,0.001046027278939764,-0.00036652034011547133,0.0011083818060598468,0.9941505887406383,1.1650364473588322,0.34230972339992016,0.21907158683563152,0.693448647433548,0.18010553093598802,0.24481956305789274,0.05266680991401321,0.9665176416132126,0.36955868777368867,0.8793796144179775,0.13439377791012858,88,76,719,Best_Ripple_channel_LFP_CA1,0.9692794999903367,0.1278276638448854,0.9771126414216532,0.11802464905856772,0.9871222435429534,0.09817802224942505
M03_20240622:2,M03,M03_20240622,3.091422170801096,3.521270065202299e-08,7.609130957148362,0.3878081440925598,0.017104590540147152,97.6,86.4,50,11.355263157894736,5.674983576759604,7.0,11.0,14.0,0.9736842105263158,-0.014687735803410748,-0.1269429801284242,0.1277898657441829,0.9879486043177403,1.4143848392965712,0.38778046619320905,0.22275718436177336,0.7143043119405728,0.13417835326782288,0.22556639018167193,0.04915946225964452,1.1456195836313732,0.3773478543613989,0.7868271169509559,0.1474546476281954,88,76,864,Best_Ripple_channel_LFP_CA1,0.9059160127565297,0.11517520875823557,0.9104153024738434,0.11395369960052876,0.9265759988796121,0.09927367241098695
M03_20240622:3,M03,M03_20240622,5.0366871676641765,4.0518842971820637e-08,7.7061649319461125,0.34923991560935974,0.01700146750937892,125.7,110.7,47,14.38961038961039,6.1562032133532725,10.0,14.0,18.0,1.0,0.05425266207823854,-0.06516923049282965,0.08479610808051924,0.989369976133376,1.3843828405648293,0.31217012305064645,0.17108806730196244,0.769532014959711,0.15135646190754273,0.23984296616478543,0.035414430987904116,1.168057722351937,0.26842822411147743,0.7656887077736728,0.11748410615320684,88,77,1107,Best_Ripple_channel_LFP_CA1,0.9185333332449218,0.10925084182512917,0.9235429492133437,0.10286379437845704,0.9395793844657347,0.09257793706959624
M03_20240622:4,M03,M03_20240622,0.6410424527941128,3.684642558286907e-08,7.700000000000001,0.3865832984447479,0.01851979783433746,93.6,84.3,44,10.948051948051948,5.301181854067777,7.0,11.0,14.0,0.974025974025974,0.06543004897209148,-0.2108496310319074,0.22076833607830126,0.9678776193237805,1.5434798254425943,0.4267490800735805,0.22603663628930137,0.7024661355423609,0.18317303619603492,0.22266325297196013,0.048422297867976895,1.1585568399125177,0.437298819456327,0.8193813216252845,0.13164445644857373,88,77,843,Best_Ripple_channel_LFP_CA1,0.9178388625121717,0.13832178077173637,0.9290751748911336,0.12959043848663138,0.9477023217055175,0.10986973649807341
M03_20240622:5,M03,M03_20240622,4.7784575000487335,4.2947628104694175e-08,7.765830346474907,0.3276864290237427,0.01601373037235101,132.5,115.6,43,14.884615384615385,6.088056797077009,10.0,15.0,20.0,0.9871794871794872,0.07844138914592311,-0.13365935462075149,0.1549770131625266,0.9867006395931868,1.4447698821993817,0.33965191429657327,0.21033668510672662,0.7569356255312232,0.15894175035931302,0.22954551280616675,0.041960441744768325,1.2105112665535414,0.32945876578601213,0.7774075860293351,0.12026479619614626,88,78,1156,Best_Ripple_channel_LFP_CA1,0.8937061990212458,0.09511169503627503,0.9128079913091088,0.09032103212759439,0.9355154601305694,0.08134616319727261
M03_20240622:6,M03,M03_20240622,4.423999853046755,3.313168441869926e-08,7.4790586358201985,0.3655601441860199,0.01965291624966781,69.6,64.6,44,8.586666666666666,5.635537177526139,5.0,8.0,11.0,0.92,0.09503778888268236,-0.047312679912813176,0.10616341646839375,0.9872759165044723,1.537313281417776,0.40449825950597607,0.244756753082219,0.6593201525943109,0.20577553258713477,0.23295970130682087,0.060340061663321926,0.9584879283210154,0.41086527081637725,0.8676665464103208,0.1222527914471,88,75,646,Best_Ripple_channel_LFP_CA1,0.9421521148243137,0.11847948477789827,0.9527535117499223,0.10576159280626377,0.9645699031838563,0.09169386735098238
M03_20240622:7,M03,M03_20240622,0.8939342363717137,3.413807879151337e-08,7.609130957148362,0.40618661046028137,0.0154809673753606,82.4,77.4,50,10.236842105263158,4.39656963568229,8.0,9.5,13.0,1.0,0.04475562302518566,-0.029159377894733152,0.053416618309102847,0.9982417221403079,1.1525150306029392,0.3222873484254503,0.2047909954268068,0.745875826579792,0.16153910632304788,0.24273894284995762,0.04709517250179799,0.9239090010151187,0.28175839039870587,0.8686888423211138,0.10618775774668719,88,76,774,Best_Ripple_channel_LFP_CA1,0.9767947712643043,0.11113674607474287,0.9844055952567358,0.10612547655344728,0.9948542650661648,0.08960273170302518
M03_20240622:8,M03,M03_20240622,7.324522730310547,4.130395507740916e-08,7.8565672844481185,0.31204694509506226,0.01320753173147258,99.6,88.8,51,11.217948717948717,5.3879312848071415,7.0,10.0,15.0,1.0,-0.016647658208580288,-0.07972065085965548,0.0814403259897503,0.9964417618664063,1.2496303754493099,0.3429519843849949,0.20993279629321657,0.7162470824848788,0.17744728198281912,0.24001160318069048,0.048641897132528505,1.0131196483246485,0.3263933775308513,0.8464579259991859,0.11654851175144693,88,78,882,Best_Ripple_channel_LFP_CA1,0.9419974222823476,0.12438726616991175,0.9552156507117103,0.11281959284655914,0.9683675808079155,0.09416193586315424
M03_20240622:9,M03,M03_20240622,2.9662488481935188,3.648368012967518e-08,7.926829268292565,0.3507157862186432,0.011951283062212829,124.6,111.4,51,14.128205128205128,6.76576365058356,8.0,15.0,18.75,1.0,0.0872484864039495,-0.1087237154182179,0.13940281444117902,0.9847499904100625,1.4607389558972543,0.33912192539517716,0.2095900374798479,0.7502266840417267,0.18131484053951852,0.23465323837192323,0.04210058492180876,1.1365355721322403,0.3177949721694827,0.7995222104576312,0.12262987044587469,88,78,1099,Best_Ripple_channel_LFP_CA1,0.9322476249383589,0.09037344190062532,0.9445048712605316,0.08746043106552644,0.9562971792038214,0.07986579812490746
M03_20240622:10,M03,M03_20240622,5.5324532371708575,4.3427062246390875e-08,7.648953301126748,0.2708544433116913,0.017259871317476805,123.3,110.8,49,14.5,6.073988255942987,11.0,14.0,18.0,0.9868421052631579,0.09136326746806828,-0.16150275503040382,0.18555426840914332,0.9781068147621689,1.4101870028385772,0.3458933698425089,0.1962508887918812,0.782346137391565,0.14755280492286796,0.23205598645028705,0.03896289164161479,1.1162568578085454,0.32005883646191446,0.809094001392036,0.11067607090415307,88,76,1108,Best_Ripple_channel_LFP_CA1,0.9371606280189737,0.10119121129868931,0.9539488060431331,0.09111888525971006,0.9705672223766885,0.08190096611742906
M03_20240622:11,M03,M03_20240622,3.5595231761355692,3.420653042353372e-08,7.462686567164738,0.3297339677810669,0.01551667242957394,88.5,83.1,42,11.094594594594595,5.211075977866152,7.0,10.0,14.0,1.0,0.0585007669418481,-0.03927106740220242,0.07045960876766741,0.996435009907675,1.1962302287705049,0.34373944505889725,0.18703705470330814,0.7543308065372161,0.13486342709219787,0.24280041666109253,0.034435871389190936,1.0204158350404149,0.3077834333593477,0.869560719564926,0.1131048178889171,88,74,822,Best_Ripple_channel_LFP_CA1,0.9744511702715052,0.10173895888970565,0.9866595387430537,0.09105943755387028,0.9959376905261192,0.0809784750164218
M03_20240622:12,M03,M03_20240622,8.309152566219797,3.7987385117276756e-08,7.497001199519581,0.29721570014953613,0.017128996541609286,105.8,95.5,51,12.786666666666667,5.1760710690360225,10.0,12.0,16.0,1.0,0.00724569698350383,-0.15393330850998835,0.154103742957814,0.9817064075707128,1.2985749765138377,0.3087960603166213,0.19850969666519783,0.763917416869224,0.12645411591910272,0.24092766988563785,0.03739982268760803,1.1096197065767939,0.3313737715571332,0.8085423396352414,0.12533879716360063,88,75,955,Best_Ripple_channel_LFP_CA1,0.9288749204317944,0.11470209724232236,0.9400687304629988,0.10906452821157085,0.9535194015055299,0.09574074956406849
M03_20240622:13,M03,M03_20240622,1.3533722231583876,4.355429370877516e-08,7.992715499797641,0.4516570568084717,0.01743485114367785,119.3,109.3,51,13.746835443037975,5.884504541874624,9.0,14.0,18.0,0.9873417721518988,0.011138019468812831,-0.05966270164046563,0.06069343823451489,0.9964146420378758,1.4535625037466973,0.35098440648728496,0.21859203750853806,0.7805751999913724,0.1646251667605175,0.23224939655953136,0.05233376723653024,1.0744266055162108,0.3810987196770467,0.8236954169791395,0.11055953575529705,88,79,1089,Best_Ripple_channel_LFP_CA1,0.9528472415586727,0.13838276034181834,0.9674676732642052,0.12515920770525407,0.9778996427400275,0.10572698988694595
M03_20240622:14,M03,M03_20240622,8.462606906277756,3.763981122505115e-08,7.700000000000001,0.31515076756477356,0.012938468396886924,123.6,109.4,50,14.207792207792208,4.730465823111155,11.0,14.0,18.0,1.0,0.062288769611765216,-0.0608506680965811,0.08707866918796955,0.9907380937082833,1.143462005720552,0.25143309115811885,0.1615863925037535,0.8049008470545225,0.10429130260407485,0.24744969924599297,0.026534220449573216,1.059434001156466,0.25976276936859605,0.813612828713509,0.09947417220595194,88,77,1094,Best_Ripple_channel_LFP_CA1,0.9501488150477003,0.08831634696522568,0.9630594893477208,0.08265141956218662,0.9750208973923669,0.07185123396441871
M03_20240622:15,M03,M03_20240622,3.030225410686962,4.256112946805626e-08,7.996801279488279,0.3945138156414032,0.015741503635601152,117.7,108.0,65,13.4875,7.235625208086633,8.0,11.5,18.0,0.9875,-0.01931583291879786,0.044810721200978315,0.04879653815486015,0.9973652703465059,1.3816997400167172,0.3168141173602178,0.200674773171087,0.7955947319211272,0.14643309276335165,0.23956451831931058,0.039881350750146156,0.978116904782007,0.2868374228427277,0.8636537899162144,0.12111286843566775,88,80,1080,Best_Ripple_channel_LFP_CA1,0.9900400085880864,0.09292462226286939,1.0047836809754227,0.08679003717405903,1.0137804649384161,0.07466724542899553
M03_20240622:16,M03,M03_20240622,7.23626800087788,4.0057837003092635e-08,7.896841263494676,0.2643314301967621,0.012598511527024115,109.7,99.2,55,12.582278481012658,5.642348108532858,7.0,13.0,17.0,1.0,0.002239210890039906,-0.11557572758266893,0.11559741723617087,0.9917825852433481,1.3354977197437459,0.2978896027832914,0.18047252978354655,0.7659872320609568,0.16945094421703374,0.24558647873139391,0.04072323482942127,1.0060166969062598,0.3362331605212807,0.8161064220230658,0.13035054618316058,88,79,992,Best_Ripple_channel_LFP_CA1,0.9652559335125391,0.1229725767037418,0.9676537821112126,0.11791685789987623,0.978399689175736,0.10092791070965283
M03_20240622:17,M03,M03_20240622,1.357515756572636,3.217871117737371e-08,7.909491389667376,0.4700603485107422,0.02104371734262005,139.6,126.2,46,15.974683544303797,5.247648273138349,12.0,16.0,20.0,1.0,0.09819383624272665,-0.12288710414589593,0.1572999359231519,0.9797577568614304,1.3211847490220927,0.3483439613171064,0.17005304879759092,0.8046856430029907,0.10846756772048112,0.23236252260982856,0.02751881339241738,1.163685140648047,0.273924731619502,0.781169722800494,0.10206007284006866,88,79,1257,Best_Ripple_channel_LFP_CA1,0.9325930494537115,0.10256425840893517,0.9467481367932394,0.09498558395719264,0.9634320639892744,0.08061726765480638
M03_20240622:18,M03,M03_20240622,6.155760050354714,3.8536889565343304e-08,7.821901323706572,0.30170169472694397,0.01294852638966929,137.7,122.6,48,15.679487179487179,5.634987156425493,12.0,16.0,19.0,0.9871794871794872,0.0692962235211816,-0.06755465700226512,0.09677602118805696,0.9937699707301895,1.4230769224866737,0.28904703421500283,0.19158609013731637,0.8266562911127568,0.1141416524093781,0.23906314548560126,0.03374233188551462,1.0839330511074319,0.30306592488498685,0.7892854456791243,0.09786754516712198,88,78,1226,Best_Ripple_channel_LFP_CA1,0.959012087162206,0.10294929324468939,0.9691493956261225,0.09950624840130785,0.9816803751640341,0.08851124786372698
M03_20240622:19,M03,M03_20240622,2.593766543093861,3.0202338450757195e-08,7.849761526231877,0.5375970602035522,0.01883900599040551,118.5,109.6,45,13.91139240506329,5.091949083823333,10.0,13.0,17.5,1.0,0.03418219696464425,-0.0387193329654531,0.05164890448614915,0.995521024545167,1.115558263902428,0.29110447600226247,0.16574646766998566,0.8120793076689279,0.1283445887740597,0.243000766824088,0.02611939999279057,0.9972832209741783,0.2479152416591731,0.8378207801790375,0.09967282026591341,88,79,1096,Best_Ripple_channel_LFP_CA1,0.9774111298570451,0.10657388962436105,0.9907101746500943,0.0989153233311531,1.0034600050923654,0.08211837906613755
M03_20240622:20,M03,M03_20240622,8.35842440564436,4.585169260002538e-08,7.727820152549222,0.2221061736345291,0.01289253123267507,137.8,125.4,55,16.2987012987013,6.043841874749203,12.0,15.0,21.0,0.974025974025974,0.06522611823456337,-0.09054027602555681,0.11158847647823343,0.9922625881015642,1.3082812968471529,0.28813372932171427,0.14178893063792303,0.8221253111683782,0.08989221059681975,0.241206210269736,0.02038405426333995,1.1179537702702051,0.2599568139930495,0.7830171038928103,0.1036489588363797,88,77,1254,Best_Ripple_channel_LFP_CA1,0.9410870845415821,0.08962637728896898,0.9574141466964659,0.08719512144690214,0.9743091405462222,0.07820671931452468
M03_20240622:21,M03,M03_20240622,0.5380175933474673,2.093234922741246e-08,7.347020933977681,0.47034746408462524,0.020890961392066087,76.6,71.6,40,9.726027397260275,5.61807666271366,5.0,9.0,14.0,0.9726027397260274,-0.002278528449646821,-0.1772939968782234,0.1773086377505375,0.9825973440813613,1.4828124026570688,0.4255443185798977,0.22369775972766723,0.68091117027674,0.1946204637462017,0.22790797027154897,0.05977831342513621,1.0400432428932858,0.3463960873217515,0.8493041902282953,0.12049075521108735,88,73,713,Best_Ripple_channel_LFP_CA1,0.9370565227449178,0.11922209560204652,0.9473700028640017,0.11191550723918844,0.9601284410387236,0.09339762559586051
